TIMESTAMP_START,TIMESTAMP_END,DTime,NETRAD,P,PA,PPFD_DIF,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,TA,TS,TS_2,TS_3,WD,WS,CO2,FC,H,H2O,LE,SB,SC,SH,SLE,TAU,USTAR,ZL,PRI,G,SAP_FLOW
201010052100,201010052130,278.896,-45.94,0,97.47,0,0.03,0.08,81.77,-1.72,1.06,13.04,13.17,13.22,13.13,163.26,1.62,408.83,1.27,-31.23,11.96,-1.24,-2.52,2.41,1.66,-11.4,0.07,0.24,0.61,-9999,-1.89,0.101067724444444
201010052130,201010052200,278.917,-61.8,0,97.47,0,0,0.03,85.92,-2.14,1.64,12.35,13.15,13.2,13.13,149.35,1.69,411.73,4.99,-35.16,11.98,0.85,-2.67,1.94,-10.47,-44.6,0.04,0.2,1.25,-9999,-2.04,0.0719427578888889
201010052200,201010052230,278.938,-64.67,0,97.46,0,0.06,0.07,86.14,-1.76,2.09,12.24,13.13,13.18,13.12,142.97,1.8,416.13,1.55,-25.96,11.94,1.1,-3.16,1.11,-1.77,-54.28,0.04,0.19,1,-9999,-2.53,0.036253431
201010052230,201010052300,278.958,-64.2,0,97.46,0,0.05,0.08,85.49,-1.76,2.06,12.2,13.1,13.17,13.11,134.99,1.65,416.95,1.01,-24.72,11.81,0.31,-3.98,-2.19,-0.53,-45.32,0.04,0.19,0.91,-9999,-3.03,0.0238559565555556
201010052300,201010052330,278.979,-60.98,0,97.46,0,0.03,0.05,87.79,-1.36,2.32,11.88,13.08,13.15,13.11,149.64,1.72,413.39,1.51,-29.68,11.89,2.01,-3.92,3.39,-4.92,-38.13,0.05,0.21,0.87,-9999,-3.29,0.0172230816666667
201010052330,201010060000,279,-62.64,0,97.45,0,0.06,0.04,87.82,-1.85,1.78,11.69,13.04,13.13,13.1,135.14,1.91,418.45,2.81,-33.77,11.82,-0.54,-4.83,1.77,-3.04,8.33,0.07,0.24,0.68,-9999,-3.555,0.0158797268888889
201010060000,201010060030,279.021,-61.8,0,97.44,0,0.02,0.06,89.8,-1.87,1.56,11.09,13.01,13.11,13.09,113.73,2.18,427.26,5.3,-25.65,11.62,-2.66,-4.87,1.44,-9.22,-102.14,0.09,0.27,0.35,-9999,-3.92,0.0190576185555556
201010060030,201010060100,279.042,-59.51,0,97.43,0,0.03,0.08,91.83,-1.7,1.7,10.67,12.98,13.09,13.08,110.69,1.45,428.05,6.23,-31.36,11.55,-7.24,-5.19,0.85,-6.44,-6.8,0.07,0.25,0.53,-9999,-4.235,0.0254087638888889
201010060100,201010060130,279.062,-51.23,0,97.41,0,0.01,0.06,92.69,-1.66,1.49,10.13,12.94,13.07,13.07,114.12,1.19,431.54,4.46,-19.16,11.37,-4.49,-5.51,0.43,-8.32,-106.54,0.04,0.18,0.93,-9999,-4.245,0.0180101071111111
201010060130,201010060200,279.083,-37.82,0,97.37,0,0.01,0.07,93.64,-1.56,1.47,10.06,12.91,13.04,13.06,116.23,1.15,432.75,5.41,-22.14,11.34,-9.16,-5.44,0.69,-1.17,39.6,0.05,0.21,0.66,-9999,-4.49,0.0132854155555556
201010060200,201010060230,279.104,-32.22,0,97.34,0,0.03,0.08,93.98,-1.6,1.56,9.98,12.87,13.02,13.05,110.52,0.74,431.36,5.28,-18.36,11.34,1.77,-5.9,-0.77,-1.16,-96.16,0.02,0.13,2.2,-9999,-4.635,0.0143880574444444
201010060230,201010060300,279.125,-29.2,0,97.35,0,0.02,0.08,94.08,-1.69,2.2,9.86,12.83,12.99,13.04,316.71,0.06,436.01,-0.03,-0.62,11.09,-0.68,-6.16,4.08,-1.81,-145.21,0,0.05,1.36,-9999,-4.89,0.0146958153333333
201010060300,201010060330,279.146,-24.86,0,97.35,0,-0.01,0.07,94.24,-1.17,1.64,9.74,12.79,12.96,13.03,118.42,0.84,434.84,0.64,-3.65,11.09,1.71,-6.54,-1.6,-1.97,-19.62,0,0.05,7.26,-9999,-5.27,0.016374309
201010060330,201010060400,279.167,-22.81,0,97.35,0,0.04,0.06,94.45,-0.98,1.71,9.73,12.75,12.93,13.01,113.23,0.82,429.56,-0.16,0.14,11.07,0.11,-6.83,0.57,-0.04,-7.46,0,0.04,-0.51,-9999,-5.56,0.0213733361111111
201010060400,201010060430,279.188,-21.38,0,97.36,0,0.06,0.04,94.29,-1.53,1.27,9.65,12.7,12.9,12.99,103.72,1,437.51,-6.91,9.98,10.93,-0.14,-7.21,-1.86,-1.28,-44.19,0.01,0.1,-2.89,-9999,-5.62,0.0243415756666667
201010060430,201010060500,279.208,-20.58,0,97.36,0,0.05,0.05,94.08,-1.37,1.44,9.15,12.66,12.87,12.98,127.03,0.71,444.38,-0.21,-2.14,10.77,2.07,-7.08,5.7,-7.76,-35.93,0,0.05,3.61,-9999,-5.815,0.0309491758888889
201010060500,201010060530,279.229,-18.91,0,97.37,0,1.15,0.11,94.25,-0.61,1.71,8.87,12.62,12.84,12.96,113.83,0.54,445.29,-0.52,1.63,10.56,1.85,-7.17,3.3,-4.4,-107.18,0.01,0.07,-1.06,-9999,-5.91,0.0309491758888889
201010060530,201010060600,279.25,-4.93,0,97.39,23.29,27.6,1.24,94.51,17.43,6.74,9.1,12.58,12.81,12.95,222.17,0.81,438.61,-4.05,-0.42,10.83,5.06,-7.44,-2.44,3.62,19.15,0.01,0.1,0.11,-9999,-6.175,0.0349052977777778
201010060600,201010060630,279.271,41.13,0,97.42,61.82,100.37,5.06,94.34,71.82,14.75,9.49,12.53,12.77,12.93,190.82,0.22,438.12,6.39,-14.32,11.13,-0.45,-7.79,-3.83,6.14,93.38,0.03,0.15,1.05,-9999,-6.21,0.0367572422222222
201010060630,201010060700,279.292,111.95,0,97.41,92.95,205.73,10.45,92.21,149.82,20.08,10.86,12.49,12.74,12.91,119.84,0.08,441.13,-0.06,-5.21,11.56,-9.69,-7.31,2.55,21.25,66.1,0.01,0.11,1.16,0.576158499,-6.04,0.0409462691111111
201010060700,201010060730,279.312,211.62,0,97.41,226.26,410.71,19.11,90,271.82,30.7,11.66,12.44,12.71,12.89,11.1,0.52,439.25,-4.57,39.38,12.98,-2.47,-7.12,-5.16,12.4,-9999,0.01,0.1,-10.88,0.576128182,-5.535,0.0471758474444445
201010060730,201010060800,279.333,102.64,0,97.43,240.46,258.39,10.83,90.36,145.01,15.03,11.65,12.41,12.67,12.87,7.99,0.48,442.07,-4.1,24.92,12.35,14.78,-5.17,5.36,-0.21,-9999,0.02,0.12,-3.89,0.582913929,-4.22,0.0510090898888889
201010060800,201010060830,279.354,205.09,0,97.45,215.02,497.06,22.69,89.96,292.62,28.85,12.23,12.4,12.64,12.85,7.04,0.4,432.03,-6.27,66.26,12.42,27.02,-3.29,-3.67,9.01,185.4,0.02,0.12,-10.04,0.595195419,-2.97,0.0489287983333333
201010060830,201010060900,279.375,335.41,0,97.47,268.89,729.7,34.09,85.19,436.86,41.84,14.02,12.4,12.61,12.84,13.76,0.63,421.52,-6.45,110.81,13.03,50.17,-1.94,-4.69,27.44,-9999,0.03,0.15,-9.11,0.601576452,-1.94,0.251671577888889
201010060900,201010060930,279.396,406.18,0,97.49,190.62,882.47,42.95,78.58,531.19,50.76,15.62,12.41,12.6,12.82,329.46,0.54,413.53,-2.18,77.21,13.4,35.21,-0.13,-4.93,24.34,-43.45,0.04,0.19,-2.88,0.61120428,-0.445,1.05912270277778
201010060930,201010061000,279.417,428.88,0,97.49,183.38,944.25,46.78,71.88,565.58,56.74,17.37,12.43,12.59,12.8,327.42,0.63,410.3,-8.07,155.95,13.92,62.69,2.08,-1.94,26.53,-9999,0.02,0.14,-14.57,0.625276374,1.445,2.84742934944444
201010061000,201010061030,279.438,448.77,0,97.5,173.21,994.72,50.92,68.65,593.74,62.77,17.97,12.48,12.58,12.78,338.83,0.97,403.63,-8.42,136.46,13.73,96,5.13,-4.62,8.96,185.63,0.08,0.27,-1.94,0.638374932,3.55,4.59828519933333
201010061030,201010061100,279.458,457.58,0,97.51,162.96,1027.31,54.47,61.46,612.47,70.04,19.2,12.54,12.59,12.77,287.61,1.58,399.02,-9.74,113.9,13.1,83.2,7.58,-2.19,18.43,-9999,0.1,0.3,-1.17,0.647946678,5.675,5.97589084355555
201010061100,201010061130,279.479,456.24,0,97.5,161.11,1038.4,56.97,54.86,618.56,75.21,20.33,12.63,12.61,12.76,272.23,1.11,395.55,-8.37,65.52,12.53,152.17,10.37,-0.13,16.91,-9999,0.11,0.31,-0.59,0.654099664,7.52,7.03272535455556
201010061130,201010061200,279.5,443.59,0,97.48,170.26,1025.92,57.71,51.72,606.43,74.75,21.13,12.72,12.65,12.75,271.64,1.49,394.86,-7.41,71.87,12.56,114.13,10.4,0.17,11.91,-9999,0.17,0.39,-0.33,0.662096536,7.55,6.97306046444444
201010061200,201010061230,279.521,421.96,0,97.47,180.29,994.79,56.58,49.95,584.27,73.87,21.58,12.82,12.69,12.74,258.25,1.28,395.1,-10.35,94.97,12.22,168.31,11.19,0.6,6.74,-9999,0.13,0.34,-0.66,0.652210479,8.025,6.94807261277778
201010061230,201010061300,279.542,388.5,0,97.47,183.95,942.01,54.52,47.5,547.13,69.15,22.13,12.92,12.74,12.75,338.73,0.63,394.8,-7.14,98.87,12.28,117.2,11.75,-2.54,8.07,-9999,0.02,0.14,-8.68,0.628445655,8.58,6.80246054655556
201010061300,201010061330,279.562,347.53,0,97.47,188.75,872.7,51.26,51.7,501.1,64.24,21.84,13.01,12.8,12.75,52.46,1.39,394.1,-9.35,78.94,12.92,134.49,11.71,1.31,-4.3,-9999,0.09,0.28,-1,0.620096354,8.86,6.45475227466667
201010061330,201010061400,279.583,246.43,0,97.49,189.91,678,39.95,52.69,379.55,50,21.78,13.11,12.86,12.76,20.83,1.3,392.78,-7.87,47.69,13.16,99.73,11.98,-1.13,-0.86,-53.15,0.07,0.24,-0.92,0.62574991,8.815,6.10320171877778
201010061400,201010061430,279.604,228.93,0,97.5,161.5,659.3,40.62,54.42,365.04,50.19,21.94,13.2,12.92,12.78,19.8,0.95,394.24,-7.08,58.1,13.96,35.35,11.35,-0.72,2.43,197.4,0.05,0.21,-1.68,0.6335986,8.505,5.91378208188889
201010061430,201010061500,279.625,118.95,0,97.52,142.09,427.62,27.62,58.51,232.53,30.96,21.76,13.28,12.99,12.79,3.76,1.26,395.6,-3,35.5,14.83,44.96,10.84,0.63,-2.71,-9999,0.04,0.18,-1.59,0.597832225,8.305,5.32951949322222
201010061500,201010061530,279.646,38.34,0,97.56,190.67,226.64,11.89,65.76,119.81,16.11,20.5,13.36,13.05,12.81,325.27,0.61,394.15,-1.18,6.48,15.38,6.19,10.31,-1.27,-18.77,-9999,0.01,0.07,-4.88,0.615424849,7.775,3.77339860466667
201010061530,201010061600,279.667,44.89,0,97.58,144.78,216.77,14.45,64.83,128.03,24.86,21.09,13.42,13.1,12.84,332.25,0.36,392.04,-3.86,11.35,15.63,28.95,9.17,-0.49,8.82,-0.78,0.01,0.08,-7.1,0.605412421,7.27,2.82336237877778
201010061600,201010061630,279.688,-22.98,0,97.6,78.83,89.39,4.56,66.68,45.49,7.19,20.38,13.48,13.16,12.86,307.6,0.22,395.46,-0.77,2.41,15.42,4.46,8.8,0.28,-10.5,146.04,0,0.06,-3.06,-9999,6.9,2.148280732
201010061630,201010061700,279.708,-51.46,0,97.64,26.34,29.5,1.57,69.73,14.34,5.03,19.53,13.52,13.2,12.89,284.72,0.86,398.07,-0.74,2.57,15.24,1.48,7.37,1.82,-12.78,-9999,0.01,0.08,-1.23,-9999,6.1,1.33695371188889
201010061700,201010061730,279.729,-60.24,0,97.67,0,2.56,0.24,71.35,-0.44,2.2,18.95,13.56,13.25,12.91,150.51,1.16,398.47,0.62,-2.34,15.17,-2.46,6.4,2.14,-8.64,-132.7,0.01,0.11,0.46,-9999,5.135,0.9155635
201010061730,201010061800,279.75,-67.95,0,97.71,0,0.05,0.03,76.98,-2.95,1.37,17.67,13.58,13.29,12.93,154.4,1.77,402.45,0.44,-20.36,15.1,-0.73,4.98,1.82,-19.07,6.14,0.03,0.16,1.34,-9999,4.345,0.578708953
201010061800,201010061830,279.771,-67.5,0,97.74,0,0.02,0.02,82.14,-2.46,1.57,16.47,13.59,13.32,12.97,142.61,1.96,410.94,2.64,-34.33,14.8,1.53,4.02,5.57,-18.02,-177.84,0.05,0.21,0.92,-9999,3.71,0.362189039444444
201010061830,201010061900,279.792,-66.82,0,97.77,0,0.04,0.05,80.44,-1.77,2.11,16.29,13.6,13.35,12.99,150.6,2.07,410.83,4.1,-59.14,14.28,-1.69,3.29,4.34,-2.82,-162.29,0.09,0.27,0.77,-9999,2.97,0.245367310666667
201010061900,201010061930,279.812,-65.93,0,97.8,0,0.02,0.07,82.56,-2.81,1.42,15.54,13.6,13.37,13.01,144.41,1.42,416.86,6.5,-68.14,14.07,-1.32,2.21,-1.24,-11.27,-166.07,0.07,0.25,1.12,-9999,2.205,0.197308049888889
201010061930,201010062000,279.833,-63.86,0,97.84,0,0.03,0.07,88.48,-2.91,1.46,14.24,13.59,13.38,13.03,132.29,0.71,428.5,-2.98,-1.39,13.8,1.58,1.16,3.16,-19.83,-9999,0.01,0.1,0.38,-9999,1.475,0.133262312
201010062000,201010062030,279.854,-50.44,0,97.86,0,0.05,0.06,91.22,-1.83,1.69,13.35,13.57,13.39,13.05,132.49,0.66,435.77,3.5,-12.61,13.51,-0.33,0.03,2.98,-13.45,-139.65,0.01,0.11,2.43,-9999,0.66,0.0752212468888889
201010062030,201010062100,279.875,-38.77,0,97.88,0,0.04,0.1,92.54,-1.24,1.68,12.94,13.55,13.4,13.07,137.15,1.16,436.94,6.75,-22.13,13.45,3.23,-0.69,4.15,-6.32,-77.72,0.03,0.16,1.58,-9999,-0.06,0.0481643358888889
201010062100,201010062130,279.896,-44.5,0,97.89,0,0.06,0,91.07,-1.21,3.25,13.33,13.52,13.39,13.09,146.4,2.02,426.28,6.9,-62.56,13.27,-0.87,-1.56,-2.14,5.99,-74.06,0.09,0.27,0.81,-9999,-0.605,0.0366006655555556
201010062130,201010062200,279.917,-55.31,0,97.9,0,0.03,0.04,86.4,-2.84,2.39,13.86,13.48,13.39,13.1,149.05,1.81,422.01,5.11,-52.6,13.04,3.48,-2.33,-1.19,8.07,-56.14,0.06,0.23,1.09,-9999,-1.07,0.0384128274444444
201010062200,201010062230,279.938,-34,0,97.92,0,0.09,0.08,87.08,-2.77,0.51,13.3,13.45,13.37,13.11,131.71,0.41,441.13,5.1,-7.82,12.9,-1.04,-2.34,6.69,-8.57,-68.18,0.01,0.1,2.36,-9999,-1.395,0.0426516105555555
201010062230,201010062300,279.958,-39.91,0,97.91,0,0.03,0.08,90.05,-0.89,1.86,13.04,13.41,13.36,13.12,137.79,1.59,429.46,17.18,-65.97,13,-3.1,-2.79,-4.75,-4,20.99,0.08,0.26,1,-9999,-1.525,0.0334374081111111
201010062300,201010062330,279.979,-36.06,0,97.91,0,0.05,0.1,90.36,-1.6,1,12.73,13.38,13.34,13.12,137.77,0.72,439.47,6.44,-23.76,12.85,-0.32,-2.57,2.61,-4.68,-8.76,0.02,0.13,3.14,-9999,-1.62,0.0405199425555556
201010062330,201010070000,280,-46.45,0,97.94,0,0,0.07,91.42,-1.79,1.4,12.29,13.34,13.33,13.12,126.04,0.43,441.65,-0.59,-0.13,12.75,2.15,-3,1.79,-6.71,-147.03,0,0.05,0.22,-9999,-1.735,0.0346125393333333
201010070000,201010070030,280.021,-40.41,0,97.96,0,0.02,0.08,91.9,-1.25,1.83,12.34,13.31,13.31,13.12,140.11,0.77,439.22,18.41,-44.96,12.8,-5.32,-3.02,-4.05,0.67,0.21,0.03,0.15,3.3,-9999,-2.065,0.0173223265555556
201010070030,201010070100,280.042,-28.33,0,97.97,0,0.05,0.07,92.85,-1.01,1.31,11.91,13.27,13.29,13.13,133.47,0.93,442.01,4.76,-18.06,12.73,3.36,-3.63,5.18,-6.59,-20.58,0.02,0.14,1.83,-9999,-2.36,0.0193354008888889
201010070100,201010070130,280.062,-12.92,0,97.98,0,0.02,0.08,93.59,-0.06,1.31,11.99,13.24,13.27,13.12,118.45,0.77,443.23,-2.05,-1.65,13.01,6.2,-3.48,-1.58,1.17,4.15,0,0.06,1.86,-9999,-2.535,0.0208254416666667
201010070130,201010070200,280.083,-15.42,0,97.98,0,0,0.11,93.3,-0.49,1.52,12.31,13.2,13.24,13.12,133.4,0.87,441.16,3.06,-11.53,12.92,-3,-3.79,-3.2,5.01,157.03,0.02,0.12,1.7,-9999,-2.53,0.02645554
201010070200,201010070230,280.104,-23.81,0,98,0,0.02,0.02,93.14,-0.91,1.63,12.24,13.17,13.22,13.11,92.63,0.74,440.53,0.86,-4.44,13.03,-3.38,-3.21,3.87,-1.04,-100.26,0,0.04,14.09,-9999,-2.26,0.0279576471111111
201010070230,201010070300,280.125,-24.53,0,98.01,0,0.01,0.07,92.86,-1.32,1.43,12.17,13.14,13.2,13.11,57.39,0.45,450.38,-2.39,-1.65,12.78,-1.9,-3.24,2.36,-1.16,-25.42,0.02,0.12,0.27,-9999,-2.29,0.031273972
201010070300,201010070330,280.146,-30.89,0,98.03,0,0.03,0.08,93.54,-1.7,1.49,11.77,13.11,13.18,13.1,108.97,0.61,453.46,-1.6,-3.46,12.51,-4.13,-3.46,-0.1,-6.1,-73.69,0.01,0.09,1.37,-9999,-2.51,0.0351330285555556
201010070330,201010070400,280.167,-28.9,0,98.04,0,0.04,0.05,94.09,-1.69,1.6,11.59,13.08,13.16,13.09,113.75,1.03,462.89,-0.39,-6.43,12.29,0.67,-3.8,2.4,-2.84,-155.72,0.01,0.07,5.55,-9999,-2.855,0.0329621302222222
201010070400,201010070430,280.188,-25.2,0,98.05,0,0.04,0.07,94.49,-1.51,1.4,11.16,13.06,13.14,13.09,112.85,1.04,464.46,9.04,-25.73,12.26,-2.84,-3.91,2.37,-6.63,-29.06,0.03,0.16,1.65,-9999,-3.285,0.0336686481111111
201010070430,201010070500,280.208,-22.1,0,98.06,0,0.03,0.03,94.93,-1,1.93,11.6,13.02,13.12,13.08,77.49,1.16,450.82,3.01,-1.03,12.27,-2.37,-4.84,-1.8,6.89,-105.78,0.01,0.1,0.28,-9999,-3.575,0.0360813857777778
201010070500,201010070530,280.229,-20.59,0,98.08,0,0.7,0.11,94.74,-1.48,1.47,11.42,12.98,13.09,13.07,83.39,0.62,457.85,0.34,-4.07,12.2,0.05,-5.05,-0.97,-2.76,-36.31,0,0.06,5.57,-9999,-3.785,0.0376548597777778
201010070530,201010070600,280.25,-5.89,0,98.1,18.08,21.03,0.9,94.78,11.79,3.98,11.53,12.95,13.07,13.06,108.75,1.32,449.5,0.32,-9.51,12.42,6.11,-4.86,-1.14,1.6,47.24,0.01,0.1,2.44,-9999,-3.91,0.0402841267777778
201010070600,201010070630,280.271,54.45,0,98.1,80.68,104.7,5.16,94.72,75.59,14.66,11.86,12.91,13.05,13.05,84.16,1.1,457.32,0.59,-5.21,13.58,15.45,-4.98,-0.19,5.18,-9999,0.04,0.18,0.24,0.561490707,-3.72,0.0464773982222222
201010070630,201010070700,280.292,117.23,0,98.12,148.74,228.48,11.49,94.21,162.16,23.23,12.75,12.88,13.02,13.04,16.53,1.21,464.3,0.83,8.14,14.55,3.35,-3.92,3.51,13.67,-9999,0.03,0.16,-0.58,0.555785649,-2.97,0.0585931613333333
201010070700,201010070730,280.312,132.58,0,98.14,157.57,328.4,17.13,94.19,226.9,26.66,13.36,12.86,12.99,13.03,26.61,1.98,459.84,6.74,7.29,14.71,1.2,-2.74,1.22,9.35,-9999,0.09,0.28,-0.09,0.582125266,-2.11,0.067506511
201010070730,201010070800,280.333,180.57,0,98.15,216.83,431.82,21.44,93.01,278.01,29.64,14.35,12.84,12.96,13,54.11,2.2,432.18,-1.86,23.92,14.57,6.94,-1.72,-8.15,15.02,-9999,0.24,0.46,-0.07,0.597469863,-1.09,0.0695331681111111
201010070800,201010070830,280.354,218.9,0,98.17,376.1,514.24,24.42,90.94,315.63,35.79,14.55,12.85,12.94,12.99,59.36,1.83,432.96,-9.1,52.31,14.54,19.2,0.35,-3.94,3.1,162.88,0.22,0.44,-0.17,0.59112384,0.035,0.0721552718888889
201010070830,201010070900,280.375,351.42,0,98.17,348.89,764.78,37.43,86.81,471.54,49.56,15.33,12.86,12.94,12.99,67.59,2.15,435.22,-8.69,90.31,14.43,38.79,1.52,-1.69,11.79,-76.78,0.23,0.45,-0.27,0.598129136,1.2,0.202621106222222
201010070900,201010070930,280.396,383.33,0,98.18,299.87,835.89,42.04,86.45,511.59,54.82,15.2,12.89,12.93,12.98,50.77,2.42,437.64,-11.09,115.99,14.34,37.84,3.33,-0.98,-1.97,-192.41,0.3,0.51,-0.24,0.613440651,2.385,0.695435607
201010070930,201010071000,280.417,419.44,0,98.18,292.72,910.82,46.68,85.39,555.51,61.57,15.53,12.93,12.94,12.97,43.35,2.74,438.21,-12.29,136.76,14.41,52.4,4.69,0.7,5.07,73.59,0.36,0.56,-0.21,0.623414659,3.425,1.58187300166667
201010071000,201010071030,280.438,443.3,0,98.17,278.54,965.92,50.99,85.16,587.34,68.3,15.66,12.98,12.95,12.96,34.05,3.03,435.48,-11.1,115.92,14.57,45.72,5.73,-1.17,2.01,35.35,0.3,0.51,-0.23,0.631612191,4.15,2.58411358677778
201010071030,201010071100,280.458,457.18,0,98.15,268.07,1000.67,54.67,85.7,606.1,73.52,15.65,13.03,12.97,12.96,43.12,3.36,433.39,-10.05,125.21,14.62,32.01,6.58,-1.84,-0.18,-37.39,0.44,0.62,-0.14,0.646588004,4.995,3.03573988788889
201010071100,201010071130,280.479,453.2,0,98.13,250.66,1002.64,56.59,83.68,605.56,75.75,16.37,13.08,12.99,12.96,33.71,2.66,431.46,-10.21,141.05,14.96,49.84,7.45,-0.56,10.82,182.17,0.34,0.54,-0.23,0.654659018,5.865,3.43072113111111
201010071130,201010071200,280.5,442.64,0,98.1,249.09,995.14,57.67,81.16,597.02,76.19,17.26,13.13,13.04,13,38.33,2.95,428.59,-5.81,82.72,15.32,61.04,7.25,-0.48,13.51,-9999,0.26,0.47,-0.21,0.657883217,5.665,3.8646511
201010071200,201010071230,280.521,419.18,0,98.07,252.32,963.11,56.39,77.57,574.84,74.88,17.86,13.19,13.07,13,42.1,2.58,426.84,-8.37,117.92,15.31,72.11,8.05,-2.23,9.05,31.88,0.35,0.55,-0.19,0.646962725,6.155,4.48363479111111
201010071230,201010071300,280.542,386.26,0,98.03,241.8,911.43,54.4,74.7,539.88,71.79,17.91,13.25,13.09,12.99,61.17,2.72,427.51,-9.35,121.33,14.9,70.88,8.43,0.18,0.73,-194,0.42,0.61,-0.14,0.633507595,6.53,4.75522614155556
201010071300,201010071330,280.562,346.59,0,98.02,220.44,848.3,51.58,74.25,496.17,67.4,17.73,13.31,13.13,12.99,60.2,2.45,426.14,-10.56,126.35,14.65,83.67,8.34,0,-2.69,-103.39,0.42,0.61,-0.15,0.623832144,6.435,4.72065498844444
201010071330,201010071400,280.583,292.63,0,98.02,194.82,757.26,46.97,74.07,435.36,60.44,17.74,13.37,13.17,13,59.39,1.92,424.62,-5.29,86.6,14.72,40.78,8.1,-0.72,0.09,69.06,0.25,0.46,-0.23,0.623856271,6.2,4.46973185366667
201010071400,201010071430,280.604,228.6,0,98.03,170.02,637.33,40.76,77.88,363.54,54.4,16.75,13.42,13.21,13.01,63.75,3.12,424.23,-9.34,77.97,14.53,40.59,7.36,-1.14,-15.02,-9999,0.47,0.64,-0.08,0.633597472,5.775,3.84958056844444
201010071430,201010071500,280.625,164.95,0,98.02,151.82,499.35,35.5,81.05,292.92,49.66,16.06,13.47,13.25,13.02,73.77,3.19,423.76,-5.17,56.73,14.47,11.91,6.54,0.87,-10.38,49.97,0.53,0.68,-0.05,0.64679724,4.96,3.13241809577778
201010071500,201010071530,280.646,92.98,0,98.01,132.05,341.28,27.98,83.08,212.65,43.27,15.67,13.5,13.28,13.03,73.05,3.14,421.82,-4.68,43.85,14.39,8.87,5.1,-0.9,-5.9,-58.97,0.48,0.65,-0.04,0.632423274,4.145,2.48628553222222
201010071530,201010071600,280.667,20.39,0,98.01,98.31,195.86,18.27,83.15,128.83,33.34,15.54,13.52,13.32,13.05,73.17,2.61,419.5,-2.49,9.1,14.27,5.2,3.96,0.1,-2.06,-74.45,0.42,0.61,-0.01,0.615788815,3.325,1.98528029211111
201010071600,201010071630,280.688,-34.81,0,98.02,65.33,91.56,8.09,83.97,57.85,19.53,15.23,13.53,13.34,13.07,84.64,2.35,418.99,1.02,-32.27,14.17,3.85,2.99,-1.09,-4.56,-26.26,0.37,0.57,0.05,-9999,2.675,1.50951871211111
201010071630,201010071700,280.708,-63.24,0,98.03,24.34,27.56,1.61,86.26,12.41,5.53,14.67,13.53,13.36,13.09,81.93,2.03,420.41,3.03,-48.76,14.07,-6.63,2.03,0.71,-8.54,-31,0.26,0.47,0.12,-9999,2.03,0.978252533222222
201010071700,201010071730,280.729,-43.73,0,98.04,0,1.78,0.13,87.15,-0.58,1.41,14.11,13.53,13.37,13.09,78.17,2.45,420.7,4.23,-31.33,13.66,2.16,1.37,0.54,-8.63,-145.9,0.37,0.56,0.05,-9999,1.365,0.589837416555555
201010071730,201010071800,280.75,-15.96,0,98.05,0,0.02,0.07,86.36,-0.33,0.49,14.03,13.52,13.36,13.07,77.43,3.01,421.03,2.94,-23.53,13.47,-6.03,0.54,-0.8,-1.17,-153.42,0.55,0.69,0.02,-9999,0.855,0.485506890222222
201010071800,201010071830,280.771,-36.78,0,98.05,0,0.04,0.07,87.31,-1.27,0.71,13.85,13.5,13.36,13.08,79.6,2.39,422.69,1.4,-26.41,13.47,-1.63,-0.1,1.5,-2.77,-2.44,0.25,0.46,0.07,-9999,0.535,0.452399092444444
201010071830,201010071900,280.792,-27.51,0,98.06,0,0.04,0.02,87.9,-0.77,0.86,13.74,13.48,13.36,13.09,65.18,2.29,423.23,1.41,-20.23,13.44,-3.15,-0.38,-0.66,-1.6,-33.92,0.17,0.38,0.1,-9999,0.255,0.343035787
201010071900,201010071930,280.812,-59.71,0,98.05,0,0.05,0.03,88.76,-1.93,1.34,13.54,13.47,13.36,13.1,66.01,2.58,423.1,1.91,-36.19,13.42,-3.39,-0.23,0.28,-3.03,-16.9,0.26,0.47,0.09,-9999,0.085,0.259681947444445
201010071930,201010072000,280.833,-72.97,0,98.03,0,0,0.04,89.64,-2.03,1.92,13.39,13.45,13.36,13.11,71.01,2.96,422.84,2.16,-41.63,13.41,1.16,-0.84,0.16,-2.25,-4.88,0.3,0.51,0.08,-9999,-0.2,0.166123267555556
201010072000,201010072030,280.854,-74.34,0,98.02,0,0.06,0.09,90.08,-1.99,1.97,13.36,13.43,13.35,13.12,71.98,3.06,422.83,2.29,-34.38,13.46,1.9,-1.12,0.8,-0.59,8.43,0.32,0.53,0.06,-9999,-0.485,0.115042586
201010072030,201010072100,280.875,-75.82,0,98,0,-0.02,0.06,90.47,-2.04,1.98,13.37,13.4,13.34,13.13,70.11,3.09,423.22,2.03,-40.95,13.52,-2.21,-1.6,0.04,0.15,30.45,0.25,0.46,0.11,-9999,-0.645,0.0796255206666667
201010072100,201010072130,280.896,-76.59,0,98,0,0.03,0,90.94,-2.09,2.11,13.28,13.38,13.34,13.14,59.41,2.4,423.63,0.33,-42.13,13.49,0.62,-1.37,0.1,-1.28,-11.54,0.15,0.36,0.23,-9999,-0.74,0.0543651662222222
201010072130,201010072200,280.917,-69.37,0,98.01,0,-0.01,0.04,91.81,-1.69,2.4,13.16,13.36,13.33,13.14,56.04,2.01,424.56,0.06,-22.14,13.57,0.05,-1.46,-0.95,-1.93,-35.38,0.08,0.26,0.32,-9999,-0.83,0.032257148
