"","heure_solaire","mois","SAP_FLOW"
"318",2017-10-23 14:30:00,"10",1.99067122536559
"319",2017-10-23 15:00:00,"10",1.69312067407168
"320",2017-10-23 15:30:00,"10",1.28093483923297
"321",2017-10-23 16:00:00,"10",0.896281825139785
"322",2017-10-23 16:30:00,"10",0.621194666849462
"323",2017-10-23 17:00:00,"10",0.431718615419355
"324",2017-10-23 17:30:00,"10",0.320232837462365
"325",2017-10-23 18:00:00,"10",0.254959973376344
"326",2017-10-23 18:30:00,"10",0.217568758480287
"327",2017-10-23 19:00:00,"10",0.18770961721147
"328",2017-10-23 19:30:00,"10",0.160502082458782
"329",2017-10-23 20:00:00,"10",0.144297023752688
"330",2017-10-23 20:30:00,"10",0.141556797928315
"331",2017-10-23 21:00:00,"10",0.133994837623656
"332",2017-10-23 21:30:00,"10",0.122886221587814
"333",2017-10-23 22:00:00,"10",0.107779284275986
"334",2017-10-23 22:30:00,"10",0.0965083537168458
"335",2017-10-23 23:00:00,"10",0.0864404575694446
"336",2017-10-23 23:30:00,"10",0.084034832625
"337",2017-10-23 00:00:00,"11",0.10761811030463
"338",2017-10-23 00:30:00,"11",0.0942058349657408
"339",2017-10-23 01:00:00,"11",0.0927470378351852
"340",2017-10-23 01:30:00,"11",0.0938008501365079
"341",2017-10-23 02:00:00,"11",0.0947288703478836
"342",2017-10-23 02:30:00,"11",0.0922309958657407
"343",2017-10-23 03:00:00,"11",0.0925270506072752
"344",2017-10-23 03:30:00,"11",0.0941116942156084
"345",2017-10-23 04:00:00,"11",0.0953634668507936
"346",2017-10-23 04:30:00,"11",0.092565490162037
"347",2017-10-23 05:00:00,"11",0.0924106520953704
"348",2017-10-23 05:30:00,"11",0.0926058949666667
"349",2017-10-23 06:00:00,"11",0.0955559363222222
"350",2017-10-23 06:30:00,"11",0.0965528089870371
"351",2017-10-23 07:00:00,"11",0.0966630558759259
"352",2017-10-23 07:30:00,"11",0.0962681842574075
"353",2017-10-23 08:00:00,"11",0.0985439236398148
"354",2017-10-23 08:30:00,"11",0.0986659568648148
"355",2017-10-23 09:00:00,"11",0.100531347412037
"356",2017-10-23 09:30:00,"11",0.0876410692946428
