SAP_FLOW	dates	heure_solaire	PPFD_IN_1h	TS	WD_2h	CO2	FC_1h	H2O_3h	SB	SH_3h	SLE_3h	ZL_3h	VPD
9.1496849317	2010-06-30 13:30:00	2017-10-23 12:30:00	1646.42	16.32	330.58	394.98	-15.89	16.07	16.19	9.64	-84.01	-48.54	2.2615559235
9.2284864193	2010-06-30 14:00:00	2017-10-23 13:00:00	1582.59	16.37	294.39	394.04	-11.91	16.87	15.21	-1.97	NA	-1.13	2.2471854331
9.098913137	2010-06-30 14:30:00	2017-10-23 13:30:00	1529.83	16.43	310.62	393.83	-11.34	15.69	14.68	0.22	NA	-1.72	2.1520083466
8.4966935274	2010-06-30 15:00:00	2017-10-23 14:00:00	1450.34	16.48	336.32	393.19	-15.8	15.05	13.39	14.15	171.81	-4.1	2.1020936779
7.9100320475	2010-06-30 15:30:00	2017-10-23 14:30:00	1303.21	16.53	301.82	392.07	-17.37	14.09	12.51	2.14	NA	-1.14	2.1651889587
6.9836347443	2010-06-30 16:00:00	2017-10-23 15:00:00	966.69	16.56	281.69	391.22	-8.68	13.03	11.05	6.09	NA	-1.67	2.2332314619
8.3628730242	2010-06-30 16:30:00	2017-10-23 15:30:00	803.94	16.59	308.8	391	-10.54	12.64	9.99	7.23	-173.36	-1.48	2.1635667495
7.6075159084	2010-06-30 17:00:00	2017-10-23 16:00:00	823.97	16.62	322.85	393.01	-2.98	12.97	9.02	0.03	95.28	-1.05	2.2561958465
6.5836942934	2010-06-30 17:30:00	2017-10-23 16:30:00	877.99	16.64	344.87	392.08	-11.82	13.47	8.07	-2.32	22.08	-0.98	2.2254994084
5.6047350286	2010-06-30 18:00:00	2017-10-23 17:00:00	683.99	16.65	292.64	392.21	-5.83	13.98	6.85	0.66	NA	-1.7	2.1359027016
4.4703120491	2010-06-30 18:30:00	2017-10-23 17:30:00	505	16.65	343.52	393.34	-7.02	13.42	5.3	0.69	-47.45	-3.16	2.0795031957
3.1966687589	2010-06-30 19:00:00	2017-10-23 18:00:00	353.6	16.65	330.22	398.27	-2.82	13.03	4.15	2.81	183.09	-1.57	1.9809265418
1.7146123626	2010-06-30 19:30:00	2017-10-23 18:30:00	206.31	16.63	320.55	400.04	-1.61	13	2.55	-5.91	NA	-0.34	1.8468991757
0.8811192374	2010-06-30 20:00:00	2017-10-23 19:00:00	78.36	16.6	339.99	406.16	-0.51	11.78	1.26	-2.71	NA	-0.2	1.4676948541
0.4838172842	2010-06-30 20:30:00	2017-10-23 19:30:00	25.43	16.57	332.81	425.2	0.31	12.23	0.57	0.45	-90.77	-0.15	0.9011497376
0.3022741012	2010-06-30 21:00:00	2017-10-23 20:00:00	4.13	16.53	327.61	425.54	0.91	12.91	-0.03	-0.46	NA	-1.57	0.8142473566
0.213409478	2010-06-30 21:30:00	2017-10-23 20:30:00	0.19	16.49	322.4	428.36	3.86	12.89	-0.35	-3.88	NA	-0.95	0.7929466032
0.1651237451	2010-06-30 22:00:00	2017-10-23 21:00:00	0.02	16.43	127.6	429.94	4.69	12.49	-1.38	-9.88	NA	1.13	0.8023651559
0.1096843667	2010-06-30 22:30:00	2017-10-23 21:30:00	0.02	16.38	140.64	436.31	4.68	12.76	-1.66	-8.36	-43.5	-0.57	0.6649728671
0.0860165768	2010-06-30 23:00:00	2017-10-23 22:00:00	0.03	16.33	145.64	434.57	10.45	13.51	-2.11	-24.77	-66.32	4.49	0.6639183248
0.0949474017	2010-06-30 23:30:00	2017-10-23 22:30:00	0.02	16.27	147.29	428.63	15.17	14.73	-2.17	-39.46	NA	4.86	0.7598050195
0.0907294258	2010-07-01 00:00:00	2017-10-23 23:00:00	0	16.21	158.4	430.5	12.18	14.02	-2.53	-16.17	NA	0.84	0.7154085288
0.0918381884	2010-07-01 00:30:00	2017-10-23 23:30:00	0.01	16.15	149.65	427.65	4.34	13.58	-3.2	-7.36	-181.85	0.91	0.7005206151
0.0819547992	2010-07-01 01:00:00	2017-10-23 00:00:00	0.04	16.09	147.2	428.24	5.13	13.22	-3.55	-3.88	-153.27	2.03	0.6748782184
0.0786069716	2010-07-01 01:30:00	2017-10-23 00:30:00	0.01	16.04	150.11	428.21	6.99	13.26	-3.55	-15.68	-34	1.75	0.6575851049
0.0735361548	2010-07-01 02:00:00	2017-10-23 01:00:00	0.01	15.98	148.93	430.13	6.4	12.94	-4.06	-3.57	NA	0.67	0.6111325623
0.0490731288	2010-07-01 02:30:00	2017-10-23 01:30:00	0.03	15.92	154.39	443.39	3.85	12.59	-4.29	6.62	6.34	0.79	0.4802128654
0.0306226237	2010-07-01 03:00:00	2017-10-23 02:00:00	0	15.86	153.75	458.34	20.59	12.58	-4.83	-6.41	-45.54	1	0.2823935043
0.0131211046	2010-07-01 03:30:00	2017-10-23 02:30:00	0.03	15.8	152.89	450.62	27	12.52	-5.42	-2.66	-67.89	1.16	0.2652594311
0.0054216727	2010-07-01 04:00:00	2017-10-23 03:00:00	0.1	15.74	155.49	454.81	7.82	12.56	-5.87	-3.22	-17.23	1.04	0.2654863925
0.0020041748	2010-07-01 04:30:00	2017-10-23 03:30:00	2.1	15.68	147.25	458.84	-1.56	12.59	-5.91	-2.01	-44.06	0.61	0.2249783034
0.0020041748	2010-07-01 05:00:00	2017-10-23 04:00:00	18.85	15.62	143.43	441.12	11.08	12.72	-5.72	-5.03	46.21	1.3	0.3162704082
0.062123368	2010-07-01 05:30:00	2017-10-23 04:30:00	63	15.57	138.19	431.43	-1.01	12.88	-4.65	-15.97	58.94	3.53	0.4762550341
0.4625089582	2010-07-01 06:00:00	2017-10-23 05:00:00	168.11	15.52	146.66	418.57	0.31	13.05	-3.2	-24.7	-81.08	9.63	0.6799285328
1.5329398868	2010-07-01 06:30:00	2017-10-23 05:30:00	267.93	15.49	140.87	414.25	-2.31	13.14	-0.91	0.14	40.33	-0.85	1.0134220348
3.1583257753	2010-07-01 07:00:00	2017-10-23 06:00:00	519.23	15.47	164.95	406.46	-5.18	13.1	1.39	-1.36	1.08	2.48	1.052419248
4.9512551595	2010-07-01 07:30:00	2017-10-23 06:30:00	680.11	15.48	147.91	411.14	-11.44	13.35	4.46	-2.26	53.9	7.09	1.0542680446
6.4070540329	2010-07-01 08:00:00	2017-10-23 07:00:00	823.91	15.5	261.11	412.72	-11.71	13.53	6.92	19.69	140.43	0.09	1.1367711481
7.6470401168	2010-07-01 08:30:00	2017-10-23 07:30:00	NA	15.54	255.71	406.15	5.27	14.12	9.45	24.98	NA	0.07	1.3294267434
8.6136134482	2010-07-01 09:00:00	2017-10-23 08:00:00	1092.31	15.59	315.83	399.58	-12.46	15.44	13.27	38.93	NA	-17.18	1.5567300128
9.0257424006	2010-07-01 09:30:00	2017-10-23 08:30:00	1198.17	15.64	350.87	399.4	-6.88	16.2	17.1	41.11	NA	-24.89	1.6907471407
9.5557818182	2010-07-01 10:00:00	2017-10-23 09:00:00	1300.2	15.77	332.76	397.36	-14.37	16.61	23.53	7.11	NA	-46.4	2.0321490594
9.623372813	2010-07-01 10:30:00	2017-10-23 09:30:00	1314.43	15.9	8.03	396.35	-15.75	16.87	19.72	1.71	NA	-49.81	2.1048887512
9.5917199599	2010-07-01 11:00:00	2017-10-23 10:00:00	1425.04	16	16.96	396.95	-13.4	16.73	18.51	6.4	-154.38	-5.67	2.0759248723
9.5452090584	2010-07-01 11:30:00	2017-10-23 10:30:00	1467.21	16.08	13.69	393.22	-12.34	16.29	17.38	12.78	-47.4	-3.83	2.1135714388
9.4479981263	2010-07-01 12:00:00	2017-10-23 11:00:00	1438.9	16.16	326.39	393.25	-20.46	15.84	17.5	14.42	29.38	-5.14	2.2405142273
9.1249891511	2010-07-01 12:30:00	2017-10-23 11:30:00	1419.54	16.23	356.02	390.91	-19.95	15.5	16.8	8.78	-66.61	-1.68	2.1708832
9.0387086951	2010-07-01 13:00:00	2017-10-23 12:00:00	1321.61	16.3	338.02	392.57	-13.84	13.1	16.73	7.43	NA	-20.62	2.2458502647
9.2044372515	2010-07-01 13:30:00	2017-10-23 12:30:00	1237.7	16.36	9.7	393.68	-19.9	13.3	16.56	4.28	89.16	-5.9	2.3641403577
9.0759623802	2010-07-01 14:00:00	2017-10-23 13:00:00	1372.75	16.42	348.68	393.86	-15.58	13.53	16.63	1.35	5.3	-2.5	2.3968807823
9.1352834751	2010-07-01 14:30:00	2017-10-23 13:30:00	1426.5	16.48	25.01	391.5	-19.24	13.79	16.72	4.78	NA	-0.79	2.4556774278
8.3624578226	2010-07-01 15:00:00	2017-10-23 14:00:00	1372.24	16.54	352.54	388.35	-15.7	13.28	15.92	4.76	-86.95	-1.59	2.2321470227
8.7032573717	2010-07-01 15:30:00	2017-10-23 14:30:00	1077.01	16.59	88.25	386.32	-17.47	14.07	15.4	-0.99	-5.86	-1.99	2.1849061613
8.4561145023	2010-07-01 16:00:00	2017-10-23 15:00:00	862.16	16.63	14.42	387.2	-11.58	13.91	15.01	7.14	177.12	-1.69	2.2039998228
8.0463479754	2010-07-01 16:30:00	2017-10-23 15:30:00	967.54	16.68	20.58	388.09	-16.91	13.49	14.87	3.21	NA	-5.26	2.161373826
6.5752619672	2010-07-01 17:00:00	2017-10-23 16:00:00	958.05	16.72	12.27	385.8	-12.45	13.04	13.19	-0.14	-17.29	-16.81	2.024278441
5.9582692756	2010-07-01 17:30:00	2017-10-23 16:30:00	655.92	16.74	29.34	386.47	-10.07	13.46	11.49	5.18	NA	-2.72	2.0241627407
5.5249396991	2010-07-01 18:00:00	2017-10-23 17:00:00	498.94	16.75	37.38	384.07	-5.32	14.09	10.48	-8.31	NA	-0.81	1.99094196
4.8337866197	2010-07-01 18:30:00	2017-10-23 17:30:00	444.26	16.75	24.1	390.6	-3.35	14.47	9.64	-1.37	84.79	-0.57	1.8488508546
3.1204709784	2010-07-01 19:00:00	2017-10-23 18:00:00	372.75	16.75	39.53	392.28	-3.43	14.29	8.64	1.44	NA	-0.29	1.9422260737
1.7982500815	2010-07-01 19:30:00	2017-10-23 18:30:00	194.01	16.75	34.18	403.71	-1.64	13.9	7.55	-5.8	NA	-0.17	1.5063183607
0.8812884335	2010-07-01 20:00:00	2017-10-23 19:00:00	82.99	16.73	26.53	426.9	-2.91	14.46	6.27	-4.31	NA	0.09	1.0585960961
0.4936747198	2010-07-01 20:30:00	2017-10-23 19:30:00	26.01	16.71	27.63	435.92	-0.29	14.59	5.52	0.33	-0.09	-0.34	0.8949707086
0.313040581	2010-07-01 21:00:00	2017-10-23 20:00:00	3.66	16.68	74.58	422.04	2.39	15.16	4.29	2.07	NA	-0.8	0.8704067523
0.2394559789	2010-07-01 21:30:00	2017-10-23 20:30:00	0.16	16.65	103.01	422.13	10.06	15.27	3.37	-8.75	42.27	0.69	0.8912395641
0.1930318692	2010-07-01 22:00:00	2017-10-23 21:00:00	0.01	16.61	118.4	437.75	16.21	13.79	2.13	-4.32	NA	-0.14	0.7243479298
0.1646611652	2010-07-01 22:30:00	2017-10-23 21:30:00	0.05	16.57	126.66	452.55	19.82	15.73	1.38	-18.94	NA	1.6	0.6163667148
0.1332927305	2010-07-01 23:00:00	2017-10-23 22:00:00	0.03	16.53	138.7	444.67	13.5	16.72	0.75	-28.44	NA	2.11	0.6299471509
0.1119419911	2010-07-01 23:30:00	2017-10-23 22:30:00	0.02	16.48	143.66	466.88	9.1	16.69	-0.24	-14.7	-11.9	3.66	0.5392609587
0.0936665185	2010-07-02 00:00:00	2017-10-23 23:00:00	0.01	16.44	134.11	449.81	12.83	15.52	-0.5	-11.75	NA	1.26	0.5098822848
0.0647308966	2010-07-02 00:30:00	2017-10-23 23:30:00	0.03	16.38	123.42	437.42	16.33	14.96	-1.63	-5.42	NA	1.03	0.648595309
0.0585226929	2010-07-02 01:00:00	2017-10-23 00:00:00	0.02	16.33	136.51	455.5	11.35	15.04	-1.65	-16.84	-87.35	0.83	0.477588423
0.032046809	2010-07-02 01:30:00	2017-10-23 00:30:00	0.02	16.28	124.49	454.47	15.31	15.11	-2.13	-11.31	-42.91	0.71	0.4987174349
0.0266024383	2010-07-02 02:00:00	2017-10-23 01:00:00	0	16.22	134.67	454.74	3.93	14.49	-2.62	-4.82	-188.98	1.28	0.464772285
0.0199401366	2010-07-02 02:30:00	2017-10-23 01:30:00	0.03	16.17	141.14	448.3	7.76	14.66	-2.67	-9.88	10.25	0.87	0.4681651653
0.010294575	2010-07-02 03:00:00	2017-10-23 02:00:00	0	16.12	114.08	442.7	11.49	14.26	-2.75	-6.61	-128.22	1.28	0.5941053232
0.0113748902	2010-07-02 03:30:00	2017-10-23 02:30:00	0	16.07	132.04	457.47	3.78	13.77	-2.91	9.25	-173.77	1.7	0.4079383251
0.0057480187	2010-07-02 04:00:00	2017-10-23 03:00:00	0.05	16.02	149.02	444.61	7.16	14.08	-3.22	-17.01	37.16	3.06	0.5027023664
0.009968041	2010-07-02 04:30:00	2017-10-23 03:30:00	1.49	15.97	143.68	454.69	-1.48	14.07	-3.04	1.74	-28.98	3.99	0.4580288293
0.015985581	2010-07-02 05:00:00	2017-10-23 04:00:00	15.24	15.93	149.54	466.16	5.46	14.03	-2.61	-4.56	13.3	3.56	0.402541637
0.0417384313	2010-07-02 05:30:00	2017-10-23 04:30:00	62.05	15.89	238.51	448.54	6	13.91	-2.24	-0.96	-22.35	5.83	0.4404035384
0.2253610799	2010-07-02 06:00:00	2017-10-23 05:00:00	121.44	15.85	160.05	437	0.01	13.75	-1.5	12.58	-111.67	5.99	0.5643137523
1.1205858399	2010-07-02 06:30:00	2017-10-23 05:30:00	180.46	15.82	172.25	446.41	-0.26	14.1	0.14	-19.94	71.17	0.24	0.7372835549
2.601349607	2010-07-02 07:00:00	2017-10-23 06:00:00	369.47	15.81	159.31	425.63	-8.98	13.9	2.59	10.91	-8.34	1.6	1.1055806407
4.9712055373	2010-07-02 07:30:00	2017-10-23 06:30:00	567.98	15.81	198.43	412.43	-4.85	14.2	4.94	-3.93	102.29	1.59	NA
6.4842967138	2010-07-02 08:00:00	2017-10-23 07:00:00	748.45	15.83	141.52	416.07	-7.02	14.6	7.38	-1.24	121.87	2.29	1.2839569455
7.4018133918	2010-07-02 08:30:00	2017-10-23 07:30:00	NA	15.86	142.09	417.49	-10.01	14.66	9.55	6.45	125.96	7.39	1.3270538429
8.3515512112	2010-07-02 09:00:00	2017-10-23 08:00:00	1000.28	15.91	135.52	415.31	-18.63	15.71	13.77	25.43	NA	0.16	1.577002593
8.8234883776	2010-07-02 09:30:00	2017-10-23 08:30:00	1154.7	15.96	11.93	416.44	-15.79	17.01	18.28	30.72	NA	-1.16	1.7248607407
9.4362421329	2010-07-02 10:00:00	2017-10-23 09:00:00	1292.65	16.1	345.21	401.36	-13.73	17.2	26	38.07	NA	-11.02	1.9144186032
9.5800485324	2010-07-02 10:30:00	2017-10-23 09:30:00	1388.22	16.25	356.84	396.05	-14.05	16.86	22.15	28.32	-120.62	-12.56	2.1021144893
9.5339792356	2010-07-02 11:00:00	2017-10-23 10:00:00	1466.36	16.35	345.42	395.48	-20.05	17.27	20.61	-13.54	129.41	-4.03	2.2674950393
9.6291393584	2010-07-02 11:30:00	2017-10-23 10:30:00	1499.64	16.45	336.5	394.22	-13.21	17.59	20.62	5.71	-5.64	-2.73	2.4447668896
9.5750374653	2010-07-02 12:00:00	2017-10-23 11:00:00	1566.39	16.53	316.36	392.97	-10.61	17.48	19.7	17.46	100.35	-16.42	2.4981547685
9.5073408214	2010-07-02 12:30:00	2017-10-23 11:30:00	1572.57	16.62	314.27	391.66	-11.4	17.37	20.27	11.94	NA	-5.78	2.6486987089
9.6042467872	2010-07-02 13:00:00	2017-10-23 12:00:00	1567.21	16.71	306.76	390.79	-9.43	16.29	20.51	4.53	NA	-1.58	2.803888516
9.3352007644	2010-07-02 13:30:00	2017-10-23 12:30:00	1531.58	16.79	283.77	390.96	-10.79	16.06	20.06	11.38	-43.26	-3.25	2.8310537486
9.3770191643	2010-07-02 14:00:00	2017-10-23 13:00:00	1520.26	16.87	305.5	391.5	-11.75	15.97	19.99	9.94	-106.93	-2.88	2.8884317217
9.387569717	2010-07-02 14:30:00	2017-10-23 13:30:00	1323.5	16.95	231.78	391.86	-12.79	15	20.16	5.17	-7.79	-10.75	2.9178921475
9.3480152333	2010-07-02 15:00:00	2017-10-23 14:00:00	1344.37	17.02	293.81	390.99	-12.39	15.39	19.62	5.18	NA	-1.53	2.9411834954
9.0897093521	2010-07-02 15:30:00	2017-10-23 14:30:00	1320.17	17.09	335.19	391.29	-15.77	15.71	19.62	10.21	NA	-5.68	2.9705684247
8.7790116219	2010-07-02 16:00:00	2017-10-23 15:00:00	1183.25	17.16	295.39	390.07	-16.36	14.89	18.71	5.14	NA	-6.75	3.1096767781
8.4190821282	2010-07-02 16:30:00	2017-10-23 15:30:00	1026.35	17.22	311.87	389.08	-11.02	14.5	17.31	-0.94	-88.36	-23.06	2.9546572755
7.9290500733	2010-07-02 17:00:00	2017-10-23 16:00:00	918.84	17.26	324.57	387.14	-10.95	15.15	15.93	7.48	62.24	-2.11	2.791080041
7.2319764663	2010-07-02 17:30:00	2017-10-23 16:30:00	770.54	17.29	35.5	386.83	-6.01	15.22	14.53	2.41	NA	-1.82	2.4045452763
6.0271271906	2010-07-02 18:00:00	2017-10-23 17:00:00	611.95	17.31	23.23	386.63	-4.26	15.32	13.12	1.65	NA	-3.51	2.1971558652
4.4152642714	2010-07-02 18:30:00	2017-10-23 17:30:00	456.66	17.32	62.18	389.52	-4.69	14.52	11.68	-1.85	NA	-14.2	1.9135710511
2.8675713707	2010-07-02 19:00:00	2017-10-23 18:00:00	298.23	17.31	67.48	393.46	-4.15	14.63	10.08	7.1	NA	-5.78	1.7410474912
1.7512700449	2010-07-02 19:30:00	2017-10-23 18:30:00	150.69	17.31	64.37	399.79	-1.44	14.62	9.65	-7.53	59.85	-0.13	1.5625559812
0.9922005968	2010-07-02 20:00:00	2017-10-23 19:00:00	80.38	17.29	71.9	412.7	-0.41	14.89	8.36	-7.62	-137.55	0.61	1.3791987617
0.5813919011	2010-07-02 20:30:00	2017-10-23 19:30:00	24.17	17.28	91.22	418.24	-2.53	15.85	8.21	-16.38	NA	0.39	1.2572803417
0.3862924277	2010-07-02 21:00:00	2017-10-23 20:00:00	3.76	17.26	92.75	421.01	1.23	16.65	7.4	-7.48	NA	0.46	1.258288821
0.2546157686	2010-07-02 21:30:00	2017-10-23 20:30:00	0.16	17.24	102.5	440.02	6.21	17.95	6.67	-9.56	NA	0.83	0.9181453689
0.1686395994	2010-07-02 22:00:00	2017-10-23 21:00:00	0.04	17.21	117.18	446.12	4.14	18.46	5.65	-7.57	NA	1.17	0.7955570679
0.1259466897	2010-07-02 22:30:00	2017-10-23 21:30:00	0.06	17.18	126.99	438.91	4.14	18.64	4.94	-11.24	NA	1.03	0.900465953
0.0993095679	2010-07-02 23:00:00	2017-10-23 22:00:00	0.01	17.15	124.09	451.98	5.78	18.84	4.5	-11.47	165.43	0.95	0.8145149622
0.0863324219	2010-07-02 23:30:00	2017-10-23 22:30:00	0.03	17.11	118.25	444.34	5.8	18.33	3.68	-11.79	-107.27	1.04	0.8431977627
0.0659274463	2010-07-03 00:00:00	2017-10-23 23:00:00	0.03	17.08	116.04	463.78	4.18	18.05	3.74	-3.59	-74.22	1.67	0.6898753574
0.0472132538	2010-07-03 00:30:00	2017-10-23 23:30:00	0.02	17.04	124.44	468.42	-2.79	18.65	3.09	-22.89	-16.26	1.54	0.6534557264
0.0401947332	2010-07-03 01:00:00	2017-10-23 00:00:00	0.03	17.01	109.06	467.29	10.96	18.43	2.91	-12.3	10.18	2.24	0.612757305
0.0371926067	2010-07-03 01:30:00	2017-10-23 00:30:00	0	16.97	110.6	485.09	6.64	17.72	2.19	2.73	NA	2.44	0.5589379876
0.0275766335	2010-07-03 02:00:00	2017-10-23 01:00:00	-0.02	16.93	116.47	462.73	7.17	17.87	1.85	-7.37	-46.31	1.17	0.6370820301
0.0222830604	2010-07-03 02:30:00	2017-10-23 01:30:00	0.03	16.9	124.37	452.6	-5.69	17.49	1.86	0.17	-62.29	-0.24	0.6862938223
0.0234370805	2010-07-03 03:00:00	2017-10-23 02:00:00	0.01	16.86	136.33	480.7	24.97	17.75	1.19	-13.35	9.63	1.69	0.5069176731
0.0165088475	2010-07-03 03:30:00	2017-10-23 02:30:00	-0.03	16.82	129.83	483.25	9.89	17.71	0.61	-3.78	-78.11	3.7	0.3763973952
0.0094202253	2010-07-03 04:00:00	2017-10-23 03:00:00	0.07	16.78	153.75	450.69	14.69	17.49	0.18	-5.16	-21.45	0.55	0.6727006456
0.0282539114	2010-07-03 04:30:00	2017-10-23 03:30:00	2.42	16.74	156.88	455.89	11.56	17.52	0.26	-6.48	-107.38	1.57	0.6950167458
0.0864990905	2010-07-03 05:00:00	2017-10-23 04:00:00	21.07	16.69	142.75	462.74	29.24	17.02	0	4.88	12.48	1.71	0.7844144321
0.27915665	2010-07-03 05:30:00	2017-10-23 04:30:00	68.9	16.66	145.94	463.05	22.17	16.45	0.91	-1.95	NA	1.64	0.7299860242
1.1055185758	2010-07-03 06:00:00	2017-10-23 05:00:00	149.11	16.62	144.32	431.76	11.73	16.73	1.32	-18.27	-113.15	3.35	0.945700149
2.7483287218	2010-07-03 06:30:00	2017-10-23 05:30:00	227.84	16.6	139.21	416.51	-0.69	16.49	3.18	-14	-23.04	3.06	1.0498243936
4.178998234	2010-07-03 07:00:00	2017-10-23 06:00:00	432.76	16.59	113.65	410.19	6.66	15.32	5.07	19.41	NA	1.26	1.2150388371
5.4943176034	2010-07-03 07:30:00	2017-10-23 06:30:00	600.66	16.59	128.39	398.61	-14.45	15.36	7.26	0.53	0.22	1.32	1.3482975467
7.2842918925	2010-07-03 08:00:00	2017-10-23 07:00:00	738.34	16.61	246.98	400.41	-6.42	16.03	9.99	16.36	199.26	1.32	1.4988135519
8.0158091726	2010-07-03 08:30:00	2017-10-23 07:30:00	NA	16.65	165.45	395.6	-9.62	16.7	12.73	-0.13	191.64	-1.49	1.707535257
8.7701146064	2010-07-03 09:00:00	2017-10-23 08:00:00	1015.11	16.72	108.17	394.2	-20.78	16.82	16.96	22.96	104.27	0.15	1.8028159589
8.9562605481	2010-07-03 09:30:00	2017-10-23 08:30:00	1135.1	16.77	246.74	392.72	-16.19	17.99	19.74	16.58	NA	-1.4	1.9001014691
9.3438719872	2010-07-03 10:00:00	2017-10-23 09:00:00	1239.82	16.91	230.37	392.68	-19.4	19.32	26.35	25.59	NA	-0.05	2.0077807989
9.2856074444	2010-07-03 10:30:00	2017-10-23 09:30:00	1300.04	17.04	215.94	390.87	-21.72	20.27	22.69	16.75	NA	-0.82	2.0465596848
9.5451864747	2010-07-03 11:00:00	2017-10-23 10:00:00	1428.15	17.14	256.05	388.1	-17.17	19.79	21.84	7.22	NA	-0.14	2.1302725166
7.3767027871	2010-07-03 11:30:00	2017-10-23 10:30:00	1370.54	17.23	250.4	387.95	-19.49	19.67	19.96	13.82	156.66	-0.18	1.9864233239
5.185612336	2010-07-03 12:00:00	2017-10-23 11:00:00	1265.15	17.3	255.14	389.98	-19.09	19.17	16.24	3.21	NA	-0.14	1.7462694713
4.6715478731	2010-07-03 12:30:00	2017-10-23 11:30:00	343.45	17.33	250.55	395.74	-2.09	18.9	13.01	4.76	58.42	-0.18	1.1944621661
3.5356870456	2010-07-03 13:00:00	2017-10-23 12:00:00	205.75	17.36	270.62	395.61	-7.65	19.1	9.5	7.79	NA	-0.25	1.0335302411
3.0931141844	2010-07-03 13:30:00	2017-10-23 12:30:00	91.58	17.34	253.59	393.91	-0.93	19.31	5.72	4.18	103.64	-0.16	0.8766743276
4.3327863245	2010-07-03 14:00:00	2017-10-23 13:00:00	139.04	17.31	136.46	387.94	0.23	19.21	5.74	5.43	NA	-0.16	0.8530161458
7.1043412041	2010-07-03 14:30:00	2017-10-23 13:30:00	261.25	17.28	159.42	378.97	-11.17	18.69	8.04	-11.44	24.98	0.38	1.1316812154
6.5624248418	2010-07-03 15:00:00	2017-10-23 14:00:00	858.41	17.28	157.45	372.76	-25.18	19.01	10.85	-13.46	-30.6	-0.02	1.1897044178
5.2647876665	2010-07-03 15:30:00	2017-10-23 14:30:00	1096.9	17.29	161.89	371.08	-30.59	16.79	11.17	-55.81	NA	0.02	1.4066017319
7.6982051811	2010-07-03 16:00:00	2017-10-23 15:00:00	517.25	17.31	139.18	373.14	-20.34	15.12	13.65	-30.31	NA	0.07	2.0196383374
7.8648147341	2010-07-03 16:30:00	2017-10-23 15:30:00	850.37	17.36	151.51	378.11	-29.65	16.15	15.56	-5.63	NA	0.02	1.8377886655
5.7950700645	2010-07-03 17:00:00	2017-10-23 16:00:00	947.49	17.41	170.41	385.42	-17.72	17.76	15.12	10.97	NA	-0.06	1.6558785275
3.4467914354	2010-07-03 17:30:00	2017-10-23 16:30:00	744.62	17.45	179.16	390.46	-13.06	19.61	13.21	38.78	NA	-0.14	1.5072056733
2.1718133066	2010-07-03 18:00:00	2017-10-23 17:00:00	250.71	17.48	136.96	396.64	-2.65	21.26	11.71	15.67	NA	0.14	1.3447678306
1.3637116623	2010-07-03 18:30:00	2017-10-23 17:30:00	130.06	17.49	16.36	402.89	-1.79	21.36	10.55	18.17	-16.65	-0.6	1.0877322341
1.049391307	2010-07-03 19:00:00	2017-10-23 18:00:00	46.39	17.66	48.8	398.22	-0.82	22	15.94	41.94	NA	-2.18	0.7280956038
0.5092362905	2010-07-03 19:30:00	2017-10-23 18:30:00	10.33	17.71	1.14	401.87	1.92	21.4	6.3	-13.18	-143.9	-2.9	0.4979240522
0.28760799	2010-07-03 20:00:00	2017-10-23 19:00:00	35.48	17.67	279.6	407.98	2.13	20.81	2.94	-15.11	24.42	11.8	0.3894675715
0.1933202242	2010-07-03 20:30:00	2017-10-23 19:30:00	39.34	17.61	202.06	413.58	-2.07	21.35	1.99	-7.21	-1.03	1.94	0.3240359623
0.1330959491	2010-07-03 21:00:00	2017-10-23 20:00:00	2.95	17.55	107.88	421.97	4.66	21.68	2.17	-7.68	69.03	0.81	0.2826240378
0.0866794773	2010-07-03 21:30:00	2017-10-23 20:30:00	0.04	17.5	169.62	425.91	5.62	20.46	2.56	-26.42	NA	0.02	0.2242896794
0.084997712	2010-07-03 22:00:00	2017-10-23 21:00:00	0	17.46	166.04	431.23	2.37	16.58	3.1	-64.92	NA	0.2	0.3188428008
0.0850387642	2010-07-03 22:30:00	2017-10-23 21:30:00	0.03	17.42	158.93	428.83	1.11	17.67	3.13	-12.79	NA	0.3	0.306288034
0.0902553659	2010-07-03 23:00:00	2017-10-23 22:00:00	0	17.38	204.28	424.68	0.47	18.44	2.89	-3.26	-24.68	0.46	0.3641051666
0.0962656825	2010-07-03 23:30:00	2017-10-23 22:30:00	0	17.35	218.2	427.55	10.15	19.69	3.06	5.7	NA	0.37	0.3698278463
0.0895200843	2010-07-04 00:00:00	2017-10-23 23:00:00	0	17.32	212.52	427.54	9.59	20.12	2.98	-2.25	26.74	0.73	0.3734322149
0.0737890787	2010-07-04 00:30:00	2017-10-23 23:30:00	0	17.28	199.96	430.6	4.48	20.58	2.59	0.91	190.1	0.28	0.370181528
0.0678892598	2010-07-04 01:00:00	2017-10-23 00:00:00	0	17.26	197.74	433.28	10.34	19.68	3.23	1.29	-131.5	0.59	0.2952762118
0.0533517189	2010-07-04 01:30:00	2017-10-23 00:30:00	0.01	17.23	188.9	422.27	6.7	19.62	2.88	-2.38	-107.19	0.64	0.2082232446
0.0619246901	2010-07-04 02:00:00	2017-10-23 01:00:00	0	17.22	188.51	330.61	3.38	19.38	5.03	3.97	-5.74	0.37	0.1446435457
0.0790540428	2010-07-04 02:30:00	2017-10-23 01:30:00	0.03	17.21	203.91	NA	9.35	19.45	3.73	0.29	-38.96	0.7	0.1196513178
